idUsuario,nombre,username,idUniversidad,facultad,curso,clase,edad
41,Dolores Gonzalez Solís,excludedRaisins5,11,Diseño,4,C,23
42,Nilda Belmonte Seguí,mercifulKitten0,58,Ciencias de la Salud,2,A,16
43,Leandra Vergara Medina,crushedTortoise8,67,Humanidades,5,A,25
44,Gervasio Carpio Arregui,giddyCow8,77,Derecho,6,D,21
45,Anunciación del Nicolás,needfulIguana5,27,Psicología,4,B,28
46,Magdalena Tomas,amazedHawk7,22,Humanidades,5,B,42
47,Isidora de Bautista,cautiousBass8,40,Filosofía,1,D,20
48,Georgina Tapia-Juan,mellowPudding6,0,Química,6,D,33
49,Tecla Santiago Nogueira,blissfulBasmati6,38,Ciencias Sociales,1,A,48
50,Vasco Bermúdez,wearyThrush3,3,Matemática,6,A,49
51,Brunilda Solsona Tenorio,ardentOrange1,80,Ciencias Económicas,6,B,30
52,Ildefonso Pino Pelayo,awedJerky5,37,Ciencias Físicas y Matemáticas,3,B,35
53,Anselma Navas Macias,sugaryPepper3,77,Filosofía,3,C,34
54,Duilio Corbacho Company,annoyedQuiche3,33,Derecho,1,B,49
55,Brígida Manuel Santiago,eagerOtter6,55,Ciencias Económicas,3,D,22
56,Dalila Ramos Reguera,excitedJaguar1,62,Diseño,4,D,40
57,Manuelita Aguiló Cánovas,excludedHyena4,44,Ciencias de la Salud,5,D,36
58,María Ángeles del Recio,dearCrackers6,71,Ingeniería,4,B,38
59,Osvaldo Maestre Pazos,mereAbalone7,27,Ciencias Exactas,3,A,18
60,Elena Pera Beltrán,excitedCod7,89,Ciencias Físicas y Matemáticas,4,A,29
61,Sancho Torrecilla Novoa,sugaryFish1,34,Ciencias Económicas,6,C,23
62,Reyna Pedro Villalba,innocentMoth2,55,Odontología,2,D,22
63,Luciano Álamo,solemnAbalone2,53,Veterinaria,4,B,35
64,Arturo Oller Sacristán,worriedBaboon8,33,Matemática,2,A,25
65,Manu Paniagua Robledo,mercifulTruffle6,7,Ciencias de la Educación,2,C,24
66,Graciano Vinicio Cervera Pacheco,amusedLeopard5,55,Matemática,1,B,40
67,Isabel Espinosa Garmendia,giddyCardinal3,54,Ciencias Sociales,3,A,28
68,José Luis Mosquera Montoya,pridefulFlamingo9,91,Ciencias Físicas y Matemáticas,6,A,37
69,Mohamed Mariño-Giménez,yearningWigeon6,90,Ingeniería,3,C,48
70,Remedios Marí Lozano,enviousLocust1,18,Ciencias Exactas,6,A,38
71,Coral Tejada-Maza,wakefulCardinal4,70,Arquitectura,5,A,44
72,Marina Alberola Vazquez,grudgingCoconut9,37,Ciencias de la Salud,6,D,47
73,Perlita Román Frutos,gloomyWasp7,91,Veterinaria,5,A,21
74,Prudencia León,dreadfulZebra3,38,Química,5,A,41
75,Ariel Romeu-Torralba,drearyQuiche8,38,Ciencias de la Salud,5,A,37
76,Ramiro Paz Río,brainyIcecream0,78,Agronomía,5,B,48
77,Petrona Cobos Mate,superiorCaviar2,3,Psicología,5,D,47
78,Ale del Iborra,relievedWildfowl8,36,Ingeniería,3,D,29
79,Florentino Borrego,pluckyCur7,87,Ingeniería,6,D,31
80,Ignacia Cid,cynicalSalt7,64,Filosofía,6,D,42
81,Rita Jordán Solís,thriftyRice9,81,Medicina,4,C,16
82,Ruth Baena Fuertes,affectedSwift0,91,Diseño,2,B,50
83,Rosalía Sarabia Piña,kindHyena1,78,Ciencias Exactas,1,B,43
84,Aránzazu Sebastián Saura,pitifulHoopoe6,17,Comunicación,5,A,33
85,Américo Alvarez Delgado,giddyRice8,91,Agronomía,2,A,18
86,Onofre de Guzman,murkyBoa9,14,Medicina,6,D,42
87,Amalia Candelaria Ayala Almeida,blissfulWasp9,91,Ingeniería,3,B,19
88,Rómulo Lopez Molina,cruelThrush9,90,Arquitectura,1,C,34
89,Antonio Roselló Cerdá,cautiousPlover6,25,Educación Física,3,C,48
90,Álvaro Eustaquio Mendez Abad,murkySnipe0,52,Química,1,B,35
91,Martin Angulo Goñi,dreadfulFalcon8,43,Ciencias de la Educación,3,B,46
92,Belen Castillo Mateos,guiltyLemur6,70,Química,5,A,19
93,Candelaria Mate Conesa,debonairGatorade9,6,Información,4,C,29
94,Dani Amando Ortuño Páez,exactingTortoise4,76,Ciencias de la Educación,6,D,17
95,Hilda Aller-Montalbán,dopeyOcelot4,87,Ciencias de la Educación,2,B,16
96,Ana de Franch,pacifiedOcelot3,9,Ingeniería,4,B,49
97,Alberto Pujadas Solana,blissfulPup1,16,Odontología,6,C,40
98,María Cristina Duque-Valverde,humorousWildfowl0,65,Química,5,D,23
99,Haroldo Cornelio Murillo Navarro,mercifulFerret5,15,Humanidades,6,A,27
100,Francisca Isern Dueñas,blissfulOcelot5,37,Ciencias de la Educación,2,B,21
101,Gustavo Abella Cardona,similarTeal6,76,Ciencias Físicas y Matemáticas,4,B,32
102,Roxana Peláez Serrano,dopeyDinosaur6,89,Humanidades,4,B,26
103,Bautista Briones Acosta,crushedCow3,51,Ciencias de la Educación,1,D,25
104,Alondra Losada,murkySeahorse3,74,Química,6,D,38
105,María Carmen Martínez Arranz,curiousGelding4,37,Medicina,3,C,46
106,Antonia Peralta Viña,peskyCoconut3,56,Comunicación,2,B,47
107,Juan Wilfredo Yáñez Vendrell,dejectedMeerkat9,43,Química,4,D,28
108,Victoriano Peralta Velázquez,curiousWasp0,21,Veterinaria,2,A,40
109,Vicente Esteban Barceló,spiritedPretzels5,6,Agronomía,3,C,29
110,Joaquín Céspedes Morillo,lazyDoves0,60,Psicología,4,A,31
111,Yolanda Carvajal,importedWildfowl5,70,Derecho,4,D,29
112,Emiliano Camino Ropero,boastfulMeerkat3,45,Derecho,2,D,40
113,Marcia Nieto,obsessedMussel8,47,Ciencias Sociales,4,D,31
114,Rodolfo Quintana Olmo,excludedDoves7,40,Filosofía,5,D,28
115,Celestina Campos Gras,cheerfulLizard8,17,Química,3,D,32
116,Julio César Nicolás Borrego,chicCockatoo4,12,Ciencias Económicas,5,D,29
117,Florentina Chacón Solana,morbidJaguar3,15,Arquitectura,1,D,36
118,Matías Catalá-Viña,selfishDingo1,19,Diseño,1,B,36
119,Guiomar Talavera Solé,adoringRelish6,9,Humanidades,4,D,18
120,Modesto Arribas Durán,goofyFalcon8,75,Derecho,4,D,30
121,Ciríaco Pinedo,cockyHawk1,74,Ingeniería,4,A,32
122,Brígida del Barrio,goofySnail0,91,Humanidades,6,B,36
123,Olalla del Amaya,guiltyHoopoe3,29,Ciencias de la Educación,5,D,45
124,Merche Mendoza Tur,sadSwift9,1,Ciencias Económicas,5,B,30
125,Wilfredo Balaguer Novoa,resolvedRuffs4,9,Arquitectura,1,C,16
126,Manu Borrell Urrutia,relievedRhino0,51,Agronomía,3,C,27
127,Feliciana Aragón Polo,decimalClam2,32,Ciencias de la Educación,3,D,41
128,Severiano de Valencia,mercifulLeopard1,22,Psicología,2,B,19
129,Otilia Puig Infante,dreadfulHawk1,45,Odontología,2,D,50
130,Bernabé Camps,goofyToucan3,70,Ciencias Exactas,2,A,40
131,Eric Arteaga Pombo,peskyPudding8,46,Filosofía,4,D,44
132,Nacho Iglesias Higueras,mellowBustard4,29,Ingeniería,2,A,46
133,Herminia Morante Uriarte,solemnWeaver0,29,Comunicación,5,A,29
134,Erasmo Carnero Calzada,grudgingAbalone5,82,Humanidades,2,B,42
135,Flor Gordillo,humorousCheese9,49,Ciencias Exactas,3,D,30
136,Ileana Ibáñez Casas,crushedStork5,8,Arquitectura,2,C,48
137,Angelino del Jimenez,jumpyMacaw1,59,Educación Física,5,A,27
138,Omar Carvajal Ruano,lyingEland9,16,Ciencias Sociales,1,D,50
139,Rodrigo del Puig,dopeyHeron0,78,Derecho,2,D,19
140,Reyes Agustí Salvador,grumpyLapwing7,48,Ciencias Físicas y Matemáticas,3,C,23
141,Noelia Vázquez Prado,sugaryTacos7,70,Ciencias Sociales,3,C,20
142,Jacinto Riera Guzmán,excitedCake5,90,Odontología,4,A,50
143,Rosenda de Delgado,thriftyVenison5,62,Ciencias Exactas,3,C,38
144,Alejandro Felipe Tena Coronado,innocentPiglet0,3,Ciencias de la Educación,5,B,28
145,Mamen Chaparro Leon,grudgingCardinal9,83,Diseño,3,A,26
146,Cándida Sureda,boredMare3,7,Humanidades,4,B,43
147,Antonia Puga Azorin,scornfulBuzzard4,44,Información,5,B,34
148,Olalla Bastida Macías,jubilantDunbird9,30,Filosofía,4,A,43
149,Trinidad Garay Mosquera,peacefulWeaver3,39,Ciencias de la Educación,6,C,18
150,Lázaro Ordóñez Sanmartín,abjectTacos9,58,Ciencias Económicas,2,D,41
151,Alejo de Sáez,lyingCaribou2,56,Ciencias Exactas,5,C,49
152,Hernán Ruperto Parra Cazorla,sugaryCardinal7,13,Agronomía,6,D,49
153,Juan Bautista Guerra-Martínez,murkyCamel6,43,Agronomía,5,D,32
154,Celia de Berrocal,aboardRhino6,12,Medicina,5,B,48
155,Gil Adán Pérez Menendez,goofyCrackers1,7,Ingeniería,3,B,40
156,Cruz Garcés Marí,aloofFlamingo0,47,Ciencias Físicas y Matemáticas,5,C,26
157,Pacífica Zaida Mosquera Ramón,blissfulMackerel8,26,Veterinaria,4,B,43
158,Bárbara Llorente-Alberto,gloomySausage0,2,Arquitectura,1,D,36
159,Daniel Villanueva Nicolás,somberBoars9,49,Agronomía,1,B,42
160,Serafina Úrsula Rosselló Jódar,peacefulSausage1,91,Derecho,4,A,38
161,Lucía Macías Viñas,annoyedCheetah1,49,Química,6,B,24
162,Pascual Vera Palmer,finickyCheese2,91,Comunicación,6,A,20
163,Severino Correa Daza,morbidDinosaur8,4,Ciencias Sociales,2,A,35
164,José Ángel Jose Angel Marcos Falcó,affectedTruffle4,63,Ciencias Sociales,4,B,25
165,Dani Revilla Dalmau,selfishChough6,55,Ciencias de la Educación,2,D,22
166,Lilia Milagros Dalmau Millán,mildSeafowl9,45,Humanidades,1,C,32
167,Matilde Eusebia Mulet Blasco,gleefulRat0,74,Diseño,6,B,24
168,Ricardo Llorente Antón,excludedHawk5,89,Ciencias de la Salud,4,C,30
169,Lourdes Llamas Badía,stressedMagpie9,77,Odontología,6,A,16
170,Ricardo Acuña Portero,zestySmelt1,77,Diseño,6,A,39
171,María López Solera,importedClam2,83,Ciencias Económicas,2,A,33
172,Luciano Bejarano Contreras,gleefulHeron8,57,Agronomía,1,C,16
173,Severiano Campoy Bautista,worriedWhiting0,2,Agronomía,4,A,41
174,Teodoro Rozas Coll,bubblyUnicorn0,56,Agronomía,6,C,19
175,Cayetana Arévalo,annoyedBoars6,59,Ciencias de la Educación,3,C,37
176,Florencia Posada Lucas,boastfulTruffle2,18,Arquitectura,4,D,18
177,Ulises Adadia Guardiola,unhappySheep8,1,Arquitectura,1,A,17
178,Morena Sarabia-Agustí,needfulPoultry5,79,Ciencias Económicas,5,C,25
179,Julia Petrona Arellano Martínez,boastfulBass6,45,Información,5,A,50
180,Bibiana Carmela Busquets Alcaraz,sincereKitten0,22,Ciencias Exactas,5,D,17
181,Haydée Batlle Cuevas,mellowCordial1,39,Ciencias de la Salud,3,B,35
182,Marc Terrón Oller,lyingMacaw2,64,Matemática,6,C,19
183,Gerardo Iglesia Tormo,relievedTermite3,35,Ciencias Exactas,3,D,22
184,Isidro Galvez Pascual,holisticMeerkat3,38,Psicología,2,D,50
185,Yolanda Ágata Manjón Lladó,selfishApricots2,70,Ciencias Físicas y Matemáticas,1,D,42
186,Belen Perales Cabello,thrilledChough2,52,Ciencias de la Educación,6,D,18
187,Paco Carrillo Cazorla,gloomyFalcon9,64,Ciencias de la Salud,4,A,29
188,Leonardo Ramos Pardo,grumpyWidgeon4,1,Agronomía,2,B,35
189,Adela Alcalá Tejero,holisticBagels9,88,Derecho,2,C,18
190,Baldomero Matas Galán,pitifulThrush9,34,Agronomía,2,A,16
191,Gerónimo Mateo Salgado,lyingHoopoe1,26,Filosofía,6,D,47
192,Herberto García Lobato,excitedCake5,75,Derecho,4,B,35
193,Benito Montalbán-Campo,excitedStork5,67,Química,5,B,34
194,Guillermo de Cortes,pitifulPoultry3,25,Arquitectura,4,B,38
195,Sebastián Alcides Francisco Roig,crushedPlover0,22,Medicina,3,C,41
196,Bernabé Estévez Soriano,truthfulBoars1,59,Odontología,4,D,36
197,Carolina Sedano,worriedPup8,18,Ciencias Económicas,6,C,30
198,Marcelino Calderon Tudela,wakefulLard7,25,Odontología,1,B,22
199,Amalia Córdoba Iglesia,bubblyFish3,12,Derecho,5,B,40
200,Blas Quevedo Guzman,excitedTeal3,71,Química,6,D,23
201,Rebeca Rocamora Segura,artisticTacos2,71,Veterinaria,5,A,25
202,Ángeles Perelló-Nogueira,ferventOtter8,54,Psicología,6,A,18
203,Luciano Busquets Aparicio,hushedSausage1,17,Diseño,6,C,26
204,Sebastián Querol Cerezo,pleasedLard2,9,Veterinaria,4,A,25
205,Anabel Ileana Ropero Terrón,chicShads5,51,Medicina,6,A,32
206,Juan Pablo Ferrera Cifuentes,giddyIguana3,39,Humanidades,5,A,35
207,Kike del Cazorla,awedWasp1,25,Humanidades,3,C,16
208,Adelaida Ferrando Marti,shyLocust4,4,Derecho,5,C,29
209,Roldán Arévalo Blazquez,mereIcecream6,18,Veterinaria,4,D,20
210,Amalia Menendez Sanabria,ashamedBagels5,25,Matemática,2,D,47
211,Eloísa Arnal Albero,needyViper7,7,Odontología,2,B,21
212,Tito de Peña,gloomyCamel1,3,Humanidades,5,B,50
213,Godofredo Amo Fernández,gutturalWhiting1,39,Agronomía,2,D,16
214,Hernando Bravo Exposito,murkyOryx5,46,Educación Física,3,C,29
215,Eladio Ferreras-Goicoechea,decimalTacos4,7,Odontología,6,B,36
216,Encarnita Oliva Rivas,betrayedPoultry0,32,Ciencias de la Educación,1,B,33
217,Lola Rosales,solemnThrush2,8,Arquitectura,4,C,24
218,Caridad Teruel,unhappyTeal7,60,Ciencias de la Educación,6,B,49
219,Edu del Aroca,sheepishZebra1,19,Psicología,6,D,30
220,Berta Lucena Roselló,debonairJerky1,61,Química,4,C,19
221,Fito Téllez Villar,gloomyGnu4,22,Ciencias de la Educación,3,C,29
222,Inmaculada Águila-Rivera,somberOryx9,27,Ciencias Físicas y Matemáticas,3,D,32
223,Teófilo Barranco Navarro,dopeyGatorade8,24,Matemática,3,D,36
224,Ale Pineda Tomás,soreJaguar2,48,Psicología,1,C,35
225,José Mari Catalá Gual,solidWasp2,55,Ciencias Económicas,1,B,35
226,Adelia Yáñez Guzman,puzzledPudding0,39,Ciencias Económicas,3,B,35
227,Carlota Falcón Galván,needfulPonie2,46,Psicología,5,C,41
228,Anita Villalonga-Ripoll,blissfulCaviar5,63,Ciencias Exactas,1,B,30
229,Xavier Tenorio Tena,joyfulRice5,80,Ciencias Sociales,1,B,35
230,Bruno Valbuena Iñiguez,forsakenRat8,36,Ciencias Sociales,2,B,33
231,Rebeca de Estrada,excitedHawk8,40,Educación Física,5,D,45
232,Rogelio de Feijoo,decimalCoati6,38,Agronomía,2,C,35
233,Nicolás Segarra Bustamante,blissfulLion2,83,Diseño,4,C,30
234,Dionisio Barrios Royo,unhappyApricots2,75,Veterinaria,6,D,34
235,Otilia Olivera Fernández,thrilledJaguar2,76,Ciencias de la Salud,2,A,43
236,Gabriel Calzada,holisticCordial2,29,Derecho,1,D,27
237,Vicenta Marí Pi,cynicalSnail4,44,Matemática,1,C,29
238,Severo Guiomar Mendoza Ropero,culturedBasmati4,65,Odontología,5,D,36
239,Aránzazu López Sarabia,mereCockatoo6,27,Ciencias Exactas,2,D,28
240,Evaristo González Perales,pleasedDoves6,30,Matemática,2,D,32
241,Narciso Rincón Carmona,pridefulThrushe1,71,Humanidades,4,B,39
242,Carla Larrea Acuña,pluckyBasmati6,53,Derecho,2,C,27
243,Delfina Infante Sebastián,wrathfulBittern8,50,Medicina,2,C,33
244,Blanca Ferrer Barros,fondBuck2,2,Educación Física,5,D,40
245,Danilo de Perez,debonairLemur3,64,Comunicación,4,C,17
246,Erasmo Garzón Manjón,thrilledDotterel9,66,Ciencias Físicas y Matemáticas,1,A,41
247,Inés Mascaró Piñol,fondChowder0,50,Psicología,3,C,48
248,Angélica Bueno Niño,cynicalBoa2,82,Química,4,C,24
249,Manolo Peralta,ecstaticHyena5,25,Educación Física,6,B,28
250,Coral Alcaraz Fuente,finickyBuzzard5,57,Psicología,3,A,50
251,Eduardo Barón,resolvedBasmati2,3,Matemática,4,B,31
252,Adelina Mateos Pomares,somberHeron3,72,Medicina,1,A,39
253,Lupe Ayuso Tirado,mercifulDoves4,64,Diseño,5,B,18
254,Marciano Nogueira Arellano,betrayedApricots5,63,Medicina,6,C,27
255,Rico Lobo Chaparro,annoyedWasp8,67,Educación Física,4,D,37
256,Estela Pascual Domínguez,amusedSwift7,34,Arquitectura,6,D,16
257,Custodia Pazos Julián,trustingHyena8,60,Psicología,6,D,36
258,Román Márquez Valenciano,puzzledTuna5,39,Agronomía,1,A,33
259,Ariel Hurtado Reig,wakefulCrackers1,46,Ciencias Económicas,1,A,19
260,Che del Gonzalo,emptyOrange7,7,Ciencias de la Educación,5,B,38
261,Maxi del Murcia,jubilantCrane6,57,Arquitectura,6,C,17
262,Antonia Peral Rodriguez,mercifulCur6,11,Arquitectura,4,D,34
263,Nuria Bernal Manzanares,solemnBurritos5,66,Matemática,4,B,32
264,Malena Catalán-Noguera,crushedPaella4,7,Psicología,6,D,41
265,Eladio Ramírez Bernal,insecureSeahorse9,56,Ciencias de la Educación,2,A,23
266,Ascensión Tejera Benítez,enragedDotterel8,37,Agronomía,3,B,39
267,Ciriaco Téllez,thrilledFish9,12,Humanidades,5,C,35
268,Yago Lluch Tur,morbidWasp3,42,Arquitectura,1,A,23
269,Aristides Montero Porras,giddyOwl4,20,Filosofía,5,B,20
270,Prudencio de Rius,somberTuna2,4,Ciencias Exactas,3,B,27
271,Amarilis Raya-Royo,gleefulStork8,40,Psicología,1,B,21
272,Cleto Bárcena Escrivá,crushedTruffle3,59,Agronomía,2,D,32
273,Samu Castells Villaverde,solemnSardines3,15,Educación Física,3,D,43
274,Dominga Rios Pinilla,insecureLion1,28,Matemática,5,D,44
275,Cándida Mora,ferventLion3,83,Agronomía,1,C,22
276,Raimundo Pino Bernad,eagerRuffs4,31,Agronomía,6,B,27
277,Prudencio Falcón Luna,cheerfulOcelot1,2,Ingeniería,6,D,26
278,Oriana Carmona Bermejo,chicCaviar7,20,Química,6,B,31
279,Bernarda Pozo-Fuente,wornoutOil3,90,Información,1,B,48
280,Manuel Fernandez,superiorThrushe7,53,Medicina,6,A,24
281,Luis Ángel Arias Roselló,pleasedSausage9,12,Diseño,5,D,44
282,Loreto Cid Cordero,annoyedDove0,74,Ciencias de la Educación,4,D,31
283,Crescencia de Agudo,alertLemur0,78,Ingeniería,1,C,25
284,Rosalía Leon-Polo,lazyAbalone0,20,Matemática,5,C,39
285,Eutropio de Riera,finickyHawk7,20,Odontología,2,D,26
286,Felisa Moll-Roca,worriedCrane3,22,Información,4,C,47
287,Victoriano Rueda Berrocal,fondPoultry3,31,Ciencias de la Educación,1,D,20
288,Pánfilo Arnal-Castañeda,aloofTuna9,62,Humanidades,2,D,32
289,Che Amores Fortuny,contentGarlic5,88,Información,5,A,28
290,Leonel Díaz Segura,ecstaticBaboon4,29,Ciencias de la Educación,2,A,28
291,Prudencio Román,obsessedSardines0,6,Diseño,6,D,31
292,Nacio Pizarro,excludedBobolink4,75,Ciencias de la Educación,6,A,36
293,Haydée Soto Pereira,decimalLeopard4,19,Ciencias Físicas y Matemáticas,6,A,49
294,Maristela Piñol Osorio,sadMacaw6,78,Filosofía,3,D,16
295,Cipriano Angulo-Morillo,dopeyWidgeon9,55,Derecho,2,C,20
296,Saturnina de Cánovas,wingedCockatoo2,89,Derecho,3,D,26
297,Modesta Moll Aguilera,exactingGelding1,21,Información,4,C,43
298,Ernesto Humberto Montesinos Piquer,somberJaguar6,68,Información,5,B,16
299,Alexandra Cantón Rios,unhappyPonie5,37,Humanidades,3,D,35
300,Nico Vaquero Palacios,sincereOrange5,31,Ciencias de la Salud,3,C,48
301,Encarnacion de Ramirez,humorousPup9,69,Odontología,6,C,45
302,Lourdes Martorell Barros,hushedSeafowl6,54,Humanidades,1,A,41
303,Espiridión Carbajo-Piquer,affectedGnu4,73,Información,2,D,44
304,Soledad Pinilla,hushedBagels4,42,Veterinaria,1,D,31
305,Fulgencio Escudero Pacheco,obsessedFlamingo7,10,Medicina,5,D,38
306,Constanza Llobet Viana,cautiousHoopoe9,81,Ciencias Económicas,3,C,30
307,Adora Garriga Armas,pleasedChough0,41,Matemática,2,D,38
308,Clarisa Varela,euphoricRaisins9,45,Comunicación,4,A,31
309,Bibiana Dorita Leon Barranco,annoyedSeahorse6,22,Veterinaria,3,A,29
310,Marcelino Bastida Monreal,humorousPoultry1,81,Comunicación,5,C,34
311,Cayetano Cárdenas-Bilbao,hushedCur0,78,Odontología,4,B,33
312,Rosaura del Figueroa,shamefulHare4,71,Ciencias Económicas,4,C,18
313,Cruz Acosta Soto,sugaryTortoise6,28,Información,6,D,35
314,Vasco Valls-Sierra,lazyBuck1,75,Química,3,C,32
315,Teobaldo Patricio Ortega Expósito,trustingSnipe3,40,Ciencias de la Salud,5,B,44
316,Ruy Aguilar-Casal,euphoricDotterel6,53,Agronomía,5,C,43
317,Severino Sola Manjón,worldlyGatorade5,20,Química,5,C,18
318,Mayte Arévalo-Colom,peacefulZebra5,25,Química,5,B,27
319,Yolanda Ureña Falcón,peskyIguana1,34,Educación Física,2,D,37
320,Marisa Sebastián Cánovas,spiritedBobolink0,3,Matemática,5,B,27
321,Rufina de Matas,tautCockatoo2,45,Humanidades,4,B,36
322,Guadalupe Salcedo Mariño,sheepishThrush1,69,Educación Física,2,A,20
323,Salud Marquez Iborra,gutturalCrane7,37,Filosofía,3,B,20
324,Gaspar Camps Peñas,stressedLeopard1,26,Ciencias de la Educación,1,D,32
325,Sabas Manu Vidal Tomas,murkySalami1,15,Ingeniería,3,A,23
326,Cirino Uribe-Anaya,jealousOatmeal1,89,Ciencias Económicas,5,A,42
327,Pancho Vila Sola,cockyHawk3,45,Odontología,5,B,22
328,Sandalio Goicoechea Vall,lovesickThrushe7,20,Comunicación,2,A,49
329,Lorena Sarmiento Villalba,pluckyCoati9,12,Química,1,B,21
330,Herberto Royo Recio,grudgingEggs2,42,Matemática,5,C,33
331,Esther Colom Lara,jumpyPup7,79,Arquitectura,4,B,45
332,Mar Palomo,pacifiedSheep5,77,Ciencias Económicas,4,B,47
333,Alcides de Luque,needyChowder3,25,Matemática,2,B,39
334,Mamen Roma Sancho,abjectLizard4,83,Odontología,3,D,31
335,Albano Isern,betrayedGranola7,5,Psicología,6,D,33
336,Ángel Aguilera Azorin,vengefulEggs9,43,Matemática,4,D,31
337,Flora Cloe Perez Oliveras,ardentSnipe8,72,Veterinaria,4,C,48
338,José Flores Valentín,pacifiedPudding8,8,Ciencias de la Educación,5,D,39
339,Marciano Esparza Reyes,boastfulPolenta7,79,Veterinaria,6,B,35
340,Reina Téllez,peacefulStork1,51,Humanidades,3,D,32
341,Andrea Cerro Villa,peacefulOryx9,11,Arquitectura,3,C,26
342,Edelmira del Canals,trustingCoconut0,78,Arquitectura,2,A,30
343,Bernardo Gerónimo Gual Guardia,gloomySeahorse0,63,Diseño,5,C,21
344,Agustina Doménech Rosselló,tautMuesli8,49,Psicología,4,B,25
345,Ainoa Paca Vidal Valenciano,eagerJerky1,81,Medicina,2,C,35
346,Estela Uría Torrents,dopeyHoopoe1,35,Ciencias Exactas,5,A,38
347,Glauco León,sincereLemur9,15,Psicología,2,A,16
348,Hernán Santos Herranz León,pitifulDotterel7,29,Ciencias de la Educación,1,D,40
349,Josué Pellicer Grau,curiousOrange9,45,Comunicación,2,B,18
350,Jovita Mendizábal Rojas,wingedSeagull2,89,Información,6,A,34
351,Amado Rojas Raya,mercifulSnail5,30,Veterinaria,5,A,36
352,Calista Trillo Gonzalo,drearyWhiting5,61,Ingeniería,4,C,37
353,Oriana Pinto Morales,euphoricMagpie1,12,Psicología,2,D,49
354,Calixta Vergara Arteaga,similarWhiting3,89,Comunicación,3,D,45
355,Aníbal Valenzuela Pérez,spiritedDingo0,62,Comunicación,1,B,39
356,Rosaura Portero-Prada,vengefulQuiche7,53,Ciencias Físicas y Matemáticas,5,C,34
357,Mayte Valero Casanovas,jumpyRat4,31,Ciencias de la Educación,4,B,34
358,Guadalupe Flores Alfonso,joyfulSheep8,18,Información,2,C,20
359,Vilma Patiño Cervera,troubledShads6,65,Humanidades,4,C,23
360,Rosalva Sandoval Segarra,dejectedGranola6,23,Odontología,5,B,24
